Date : 2024-06-28 21:47:49
Directory : h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src
Total : 263 files,  19383 codes, 342 comments, 702 blanks, all 20427 lines

Languages
+----------------+------------+------------+------------+------------+------------+
| language       | files      | code       | comment    | blank      | total      |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\about\gift.svg                                        | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\about\settings.svg                                    | XML            |          4 |          0 |          1 |          5 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\about\wallet.svg                                      | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\arrow.svg                                             | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\arrowDown.svg                                         | XML            |          9 |          0 |          1 |         10 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\arrowDownBlack.svg                                    | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\arrowLeft.svg                                         | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\arrowRight.svg                                        | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\arrowUp.svg                                           | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\backBtn.svg                                           | XML            |         16 |          0 |          1 |         17 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\blink.svg                                             | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\box.svg                                               | XML            |          7 |          0 |          1 |          8 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\chatFriend.svg                                        | XML            |         14 |          0 |          1 |         15 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\chatIcon.svg                                          | XML            |          4 |          0 |          1 |          5 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\chatLove.svg                                          | XML            |         14 |          0 |          1 |         15 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\chat\calendar.svg                                     | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\chat\calendarChatColor.svg                            | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\chat\calendarMini.svg                                 | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\chat\clock.svg                                        | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\chat\giftMess.svg                                     | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\chat\giftMessColor.svg                                | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\chat\gradient.svg                                     | XML            |          9 |          0 |          1 |         10 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\chat\plus.svg                                         | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\chat\smiley.svg                                       | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\clear.svg                                             | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\dateBirth.svg                                         | XML            |          4 |          0 |          1 |          5 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\detail.svg                                            | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\dots.svg                                              | XML            |          5 |          0 |          1 |          6 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\en.svg                                                | XML            |         16 |          0 |          1 |         17 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\faceName.svg                                          | XML            |          4 |          0 |          1 |          5 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\filter.svg                                            | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\gender\Asexual.svg                                    | XML            |         10 |          0 |          1 |         11 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\gender\Bisexual.svg                                   | XML            |         10 |          0 |          1 |         11 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\gender\Female.svg                                     | XML            |         10 |          0 |          1 |         11 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\gender\Gay.svg                                        | XML            |         10 |          0 |          1 |         11 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\gender\Lesbian.svg                                    | XML            |         10 |          0 |          1 |         11 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\gender\Male.svg                                       | XML            |         10 |          0 |          1 |         11 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\gender\Nonbinary.svg                                  | XML            |         10 |          0 |          1 |         11 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\gender\Transgender.svg                                | XML            |         10 |          0 |          1 |         11 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\gift.svg                                              | XML            |         38 |          0 |          1 |         39 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\hide.svg                                              | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\home-05.svg                                           | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\laughPro.svg                                          | XML            |          4 |          0 |          1 |          5 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\like.svg                                              | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\likedFriend.svg                                       | XML            |         14 |          0 |          1 |         15 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\likedIcon.svg                                         | XML            |          4 |          0 |          1 |          5 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\likedLove.svg                                         | XML            |         14 |          0 |          1 |         15 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\mapPin.svg                                            | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\mes.svg                                               | XML            |         17 |          0 |          1 |         18 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\narrowLeft.svg                                        | XML            |          4 |          0 |          1 |          5 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\narrowRight.svg                                       | XML            |          4 |          0 |          1 |          5 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\narrowUp.svg                                          | XML            |          4 |          0 |          1 |          5 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\profile\Hide.svg                                      | XML            |         11 |          0 |          1 |         12 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\profile\Like.svg                                      | XML            |         11 |          0 |          1 |         12 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\profile\Nope.svg                                      | XML            |         11 |          0 |          1 |         12 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\profile\Report.svg                                    | XML            |         11 |          0 |          1 |         12 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\profile\Share.svg                                     | XML            |         11 |          0 |          1 |         12 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\profile\Unpair.svg                                    | XML            |         11 |          0 |          1 |         12 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\search.svg                                            | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\setting\caretDown.svg                                 | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\setting\chevronRight.svg                              | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\setting\globe.svg                                     | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\setting\noti.svg                                      | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\setting\support.svg                                   | XML            |          9 |          0 |          1 |         10 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\setting\user.svg                                      | XML            |          5 |          0 |          1 |          6 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\settings.svg                                          | XML            |          4 |          0 |          1 |          5 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\show.svg                                              | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\square.svg                                            | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\swipeFriend.svg                                       | XML            |         14 |          0 |          1 |         15 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\swipeIcon.svg                                         | XML            |          4 |          0 |          1 |          5 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\swipeLove.svg                                         | XML            |         14 |          0 |          1 |         15 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\tele.svg                                              | XML            |         15 |          0 |          1 |         16 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\unLike.svg                                            | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\undo.svg                                              | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\userFriend.svg                                        | XML            |         19 |          0 |          1 |         20 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\userIcon.svg                                          | XML            |          5 |          0 |          1 |          6 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\userLove.svg                                          | XML            |         19 |          0 |          1 |         20 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\vi.svg                                                | XML            |         11 |          0 |          1 |         12 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\xCircle.svg                                           | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\icons\─Éa╠ú╠åt li╠úch\Xem li╠úch\Icon\arrow-narrow-left.svg | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\About\diaBlue.svg                                    | XML            |          9 |          0 |          1 |         10 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\About\diamond.svg                                    | XML            |          9 |          0 |          1 |         10 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\AquariusZ.svg                                        | XML            |         47 |          0 |          1 |         48 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\AriesZ.svg                                           | XML            |        208 |          0 |          1 |        209 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\CanerZ.svg                                           | XML            |         81 |          0 |          1 |         82 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\CapricornZ.svg                                       | XML            |         70 |          0 |          1 |         71 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\GeminiZ.svg                                          | XML            |         56 |          0 |          1 |         57 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\LeoZ.svg                                             | XML            |         56 |          0 |          1 |         57 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\LibraZ.svg                                           | XML            |         54 |          0 |          1 |         55 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\PiscesZ.svg                                          | XML            |        101 |          0 |          1 |        102 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\SagittariusZ.svg                                     | XML            |         43 |          0 |          1 |         44 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\ScorpionZ.svg                                        | XML            |         59 |          0 |          1 |         60 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\TaurusZ.svg                                          | XML            |         54 |          0 |          1 |         55 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\VirgoZ.svg                                           | XML            |         63 |          0 |          1 |         64 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\apple.svg                                            | XML            |         10 |          0 |          1 |         11 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\bgLogin.svg                                          | XML            |         25 |          0 |          1 |         26 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\bgLoginMobile.svg                                    | XML            |         13 |          0 |          1 |         14 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\bgLoginTop.svg                                       | XML            |         39 |          0 |          1 |         40 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\bgLoginTopMobile.svg                                 | XML            |         39 |          0 |          1 |         40 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\bgPopUp.svg                                          | XML            |         39 |          0 |          1 |         40 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\birthPro.svg                                         | XML            |        114 |          0 |          1 |        115 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\birthProMobile.svg                                   | XML            |        225 |          0 |          1 |        226 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\brand_img.svg                                        | XML            |         42 |          0 |          2 |         44 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\descPro.svg                                          | XML            |         21 |          0 |          1 |         22 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\en.svg                                               | XML            |         16 |          0 |          1 |         17 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\facebook.svg                                         | XML            |         11 |          0 |          1 |         12 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\genderPro.svg                                        | XML            |        288 |          0 |          1 |        289 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\google.svg                                           | XML            |          6 |          0 |          1 |          7 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\illustrating.svg                                     | XML            |          9 |          0 |          1 |         10 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\index.tsx                                            | TypeScript JSX |         33 |         14 |          5 |         52 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\logo.svg                                             | XML            |         33 |          0 |          1 |         34 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\messBox.svg                                          | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\messBoxRight.svg                                     | XML            |          3 |          0 |          1 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\modePro.svg                                          | XML            |      3,811 |          0 |          1 |      3,812 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\nicknamePro.svg                                      | XML            |         35 |          0 |          1 |         36 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\noConver.svg                                         | XML            |         16 |          0 |          1 |         17 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\noYet.svg                                            | XML            |          1 |          0 |          0 |          1 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\success.svg                                          | XML            |          4 |          0 |          1 |          5 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\tips.svg                                             | XML            |         24 |          0 |          1 |         25 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\vi.svg                                               | XML            |         11 |          0 |          1 |         12 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\images\warn.svg                                             | XML            |         10 |          0 |          1 |         11 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\assets\lottie\loading.json                                         | JSON           |      2,855 |          0 |          1 |      2,856 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\hooks\useDetailStory.ts                                            | TypeScript     |         21 |          0 |          1 |         22 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\hooks\useFilterPost.ts                                             | TypeScript     |         32 |          0 |          4 |         36 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\hooks\useFilteredListStories.ts                                    | TypeScript     |         39 |          0 |          1 |         40 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\hooks\useListPost.ts                                               | TypeScript     |         26 |          0 |          2 |         28 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\hooks\useSearch.ts                                                 | TypeScript     |         24 |          0 |          3 |         27 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\hooks\useStoryContent.ts                                           | TypeScript     |         21 |          0 |          1 |         22 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\index.tsx                                                          | TypeScript JSX |         21 |          1 |          3 |         25 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\react-app-env.d.ts                                                 | TypeScript     |          0 |          1 |          1 |          2 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\redux-toolkit\configureStore.ts                                    | TypeScript     |         54 |          2 |         11 |         67 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\redux-toolkit\reducers.ts                                          | TypeScript     |         21 |          7 |          7 |         35 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\redux-toolkit\slice\categorySlice\index.ts                         | TypeScript     |         31 |          0 |          4 |         35 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\redux-toolkit\slice\categorySlice\selector.ts                      | TypeScript     |          7 |          0 |          3 |         10 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\redux-toolkit\slice\counterSlice\index.ts                          | TypeScript     |         31 |          0 |          4 |         35 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\redux-toolkit\slice\counterSlice\selector.ts                       | TypeScript     |          7 |          0 |          3 |         10 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\redux-toolkit\slice\userSlice\index.ts                             | TypeScript     |        157 |          6 |          6 |        169 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\redux-toolkit\slice\userSlice\saga.ts                              | TypeScript     |        154 |         35 |          7 |        196 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\redux-toolkit\slice\userSlice\selector.ts                          | TypeScript     |          8 |          0 |          4 |         12 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\reportWebVitals.ts                                                 | TypeScript     |         13 |          0 |          3 |         16 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\routes\AuthRouter.tsx                                              | TypeScript JSX |         22 |          0 |          2 |         24 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\routes\PrivateRouter.tsx                                           | TypeScript JSX |         43 |          0 |          4 |         47 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\routes\PublicRouter.tsx                                            | TypeScript JSX |         71 |          0 |          5 |         76 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\routes\route.ts                                                    | TypeScript     |         29 |          0 |          2 |         31 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\setupTests.ts                                                      | TypeScript     |          1 |          4 |          1 |          6 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\styles\StyleConstants.ts                                           | TypeScript     |         16 |          0 |          2 |         18 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\types\RootState.ts                                                 | TypeScript     |         12 |          5 |          3 |         20 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\types\index.ts                                                     | TypeScript     |          2 |          0 |          2 |          4 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\utils\@reduxjs\toolkit.tsx                                         | TypeScript JSX |         15 |          2 |          3 |         20 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\utils\dateFormatter.ts                                             | TypeScript     |         43 |          4 |          7 |         54 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\utils\helper.ts                                                    | TypeScript     |         60 |          8 |          4 |         72 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\utils\http\response.ts                                             | TypeScript     |          8 |          0 |          1 |          9 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\utils\imageUploader.ts                                             | TypeScript     |         11 |          1 |          2 |         14 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\utils\loadable.tsx                                                 | TypeScript JSX |         25 |          0 |          6 |         31 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\utils\redux-injectors.ts                                           | TypeScript     |         17 |          1 |          4 |         22 |
| h:\HUST\Thesis\Gioi-Mon-Frontend\Gioi-Mon-Frontend\src\utils\types\injector-typings.ts                                    | TypeScript     |         18 |          0 |          5 |         23 |
| Total                                                                                                                     |                |     19,383 |        342 |        702 |     20,427 |
+---------------------------------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
